RD_ID,RD_MESSAGE,RD_SCORE,RD_VISIT_DATE
3148612,Beautiful area with miles on golden sandy beach Be careful of the waves as they can be monstrous but fun,5, February 2018
3148613,"Great beach, very long with crystal clear water some parts very shallow to start.  Very family and child friendly. Quite busy, but just testament to its sheer beauty.",5, February 2018
3148615,"Very fine sand on the beach, good for walking , fine temperatures in the water. Because of the 3 km long beach it dont feel to crowded.",4, January 2018
3148618,"beautiful and clean. warm water. alots of space not crowded. clear blue waters. lots of activities to do on the beach including parasailing, jet skies.",5, January 2018
3148619,"The main beach has very good facility's.  Kids playground/ toilets . But no shower for washing. There's a 7-11 on the beach road that's very convenient. The  beach at kata is better for young children as the water is shallow, karons water Plato is deeper.",5, February 2018
3148620,"Clean beach. Sand is soft, though makes a weird squeaking sound when walking on it. Plenty of room and spacious away from the sun beds/umbrellas. Shops close by. So much nicer than the noisy Patong Beach. Love it here, and a beautiful sunset on the sea to end the day. Super!",5, February 2018
3148621,"Absolutely beautiful, the vibe is amazing. So much to do and see. Family friendly, amazing experiences all around and who can forget the beautiful and tasty cocktails and food.....",5, February 2018
3148623,"Nice long beach.For me the best part is right near the end.Clean water, nice sand..Great for families with children",5, February 2018
3148625,Great food and drinks. Great service from NETH LEI trainee from Philippine.Cally enjoyed singing and playing guitar,5, February 2018
3148632,One of the best beach I have been to in Thailand.White sandSome waves to playDelimited safe areaEmployees of the resort clean and secure the beach all the time,5, February 2018
3148641,Good beach for swimming & relaxing with no other  water sports activity taking place like in case of Patong beach. View was simply brilliant and waves keep coming in to enjoy all day. Not an option for sports enthusiasts who must go to Patong to enjoy.,4, January 2018
3148650,Blue water and long beach. But it is crowded for this season. Some days water was more dirty than usual,4, January 2018
3148656,Staying 20mins walk from town. Extremely busy and streets are crowded. The pavements are in a terrible condition making it hazardous to walk on. Good market and loots of places to eat.,3, January 2018
3148659,"More relaxed beach comparing to Patong, a lot of space as it is long about 1-2 km, many people but also much space. On the left side is what i believe to be the best snorkeling point on the Western Phuket coast. Good visibility and not too shallow waters.",4, January 2018
3148664,"Nice beach but during our visit it was unbelievable hot so only walked along once ,places dangerous for swimming but flags and lifeguards on duty",4, January 2018
3148669,"Visited Karon Beach twice while in Karon. The beach is nice and long, water is okay. One can rent lounge chairs and umbrellas .  Exercise area between beach and main road which includes lots of children’s playground equipment. Some trees away from beach, providing free shade for those who want it. Lots of restaurants and shops across the road and taxi stand at main road too. Still too crowded with people for me, but not as crowded as Patong Beach.",3, January 2018
3148675,"From our experience, this is the cleanest beach in Phuket. Clean water, clean sand (no bottles or plastic bags). Hotels are a bit more expensive there,but its well worth it. If you are going to a family or want a more quite (than Patong) holiday, a definite recommended beach.",5, January 2018
3148681,Find a nice tuktuk driver and you are set ... show them a map of what sights you would like to see and map a price with them... gives you freedom to see the sights and get the best view points to have amazing photos,4, January 2018
3148684,Omg the beach is beautiful with clear sea and amazing clean sand. We normally don’t do beaches but this one we were there everyday. Apparently better than patong beach. Definitely worth a visit. Had lots of shops and restaurants within walking distance. Clean and friendly. Great atmosphere.,5, January 2018
3148692,Very busy with Russians and east Europeans desperate for some sun and sand...beach is reasonable....lots of dos and donts about what can be taken onto the beach and what can be done,3, January 2018
3148695,"Our favourite beach in Phuket, easy access from most hotels unlike Kata Beach. Restaurants & shops etc are more upscale. Beach are less crowded too.",5, January 2018
3148698,"Lovely quieter beach about 15 mins drive south from Patong. Clear water, white sands and great for families quieter than Patong Beach but similiar facilities such as food carts, shops, water activities.",4, January 2018
